id,doc
1865,"NEWS: The Library's BlackHistoryMonth events schedule is out now! It includes an exciting ambitious Douglass Day transcribe-a-thon, focused on enhancing the readability accessibility of the Frederick Douglass Papers held in the Manuscript Division."
1866,"NEWS: The Library's Mary Pickford Theater will resume screenings Thursday. ""The Maltese Falcon"" with Humphrey Bogart Mary Astor will be the first film shown in the theater    which offers a rare, mm film experience    since events were paused in . https:t.coUqRSdP"
1867,"NEWS: The Library's Veterans History Project will spotlight military mothers in a panel discussion on May at pm ET. Ahead of Mother's Day, the panel will explore the intersection of the role of mothers and their connection to the military. More: https:t.codwRNOUR https:t.cobVWJavoN"
1868,"NEWS: The National Library Service for the Blind and Print Disabled (NLS) at the Library of Congress today honored two libraries for their outstanding service to readers with visual, physical or print disabilities: https:t.cozOISQH https:t.coJioTTUwMR"
1869,"NEWS: The new Thursday evening series LIVEAtTheLibrary will offer a special opportunity for visitors to explore the Library of Congress reading rooms, collections and exhibitions in August. More: https:t.coDhLizSqmq https:t.coEnlhOQXXU"
1870,"NEWS: The recipients of three Library grants    totaling approximately ,    will use Library collections to build digital programs that amplify the stories of people whose voices have historically been minimized."
1871,NEWS: The Serge Koussevitzky Music Foundation in the Library of Congress has awarded commissions for new musical works to six composers. More: https:t.cogTMvdHnv https:t.coizYgIRT
1872,NEWS: The third public meeting of the Copyright Public Modernization Committee will take place virtually on July from to p.m. EST. More: https:t.coAovXMRiG https:t.coXAkTGurcr
1873,NEWS: The Veterans History Project will observe Post-Traumatic Stress Awareness Month with a panel discussion on June on the healing power of music: https:t.cotKdLNqdjG GarySinise discusses his experience with the role music plays in raising the spirits of our veterans. https:t.cozkHtuqewYq
1874,"NEWS: There's a new film festival in town! The inaugural Library of Congress Festival of Film and Sound will be held at the AFISilver's beautifully restored art deco theater in Silver Spring, June -. https:t.coSjFDhTYH"
1875,NEWS: Today the Library announced the appointment of undergraduate and graduate students to its Junior Fellows Summer Internship Program. Fellows will collaborate virtually across four time zones during the -week paid internship program:
1876,"NEWS: U.S. Poet Laureate Joy Harjo, former U.S. poet laureate and Pulitzer Prize winner Tracy K. Smith and jazz musician Wynton Marsalis are among the new inductees to the American Academy of Arts and Letters. From AP: https:t.coXvHxUNzK"
1877,NEWS: Veteran journalists Bill Moyers and Judy Woodruff will be LiveAtTheLibrary on Sept. to discuss the induction of more than years of Moyers' work into the American Archive of Public Broadcasting. https:t.cocevLc
1878,"NEWS: Visitors are invited to the Library from to p.m. on Tuesday, Jan. for an exclusive screening of short films artistic presentations created by student filmmakers creators through the Disney Storytellers Fund at Howard University. https:t.coMeEZImhle"
1879,"NEWS: Visitors will have the chance to preview the Librarys newest exhibition, Join In: Voluntary Associations in America and are invited to celebrate the holidays with the Library during Live at the Library in December. More: https:t.cofwhyPwKGx https:t.coVIoFRizzf"
1880,"NEWS: We unveil our beautiful poster for the National Book Festival, created by artist Dana Tanamachi. Read about her career artistic inspiration -- and get ready for the festival, Sept. -. NatBookFest https:t.coPSHXBLpx https:t.copKhBemOWhI"
1881,"NEWS: Winners have been announced for the Library of Congress LavineKen Burns Prize for Film, dedicated to the exploration of American history through documentary. MORE: https:t.coHPfhjIRwu https:t.coPbhTPej"
1882,"Newspaper accounts of the Tulsa Race Massacre, years ago this weekend, tell a story of both coverage complicity. More in this post from our ""Headlines Heroes"" blog, with source material from our historical newspaper archives: https:t.coUWEKrJKfI Tulsa ChronAm https:t.coTQWaDtxWP"
1883,"Newspaper accounts of the Tulsa Race Massacre, years ago this weekend, tell a story of both coverage complicity. More in this post from our ""Headlines Heroes"" blog, with source material from our historical newspaper archives: https:t.coUWEKrJKfI Tulsa ChronAm https:t.covGtEWltILH"
1884,NEXT AT THE FESTIVAL: patriciaengel and Rivka Galchen discuss their new books with KevinLarimer. Tune in to the live discussion and author QA at pm ET: https:t.coNmrZvAL Explore the full festival lineup: https:t.coVsBnQeg NatBookFest https:t.cokXDDQof
1885,"NEXT AT THE FESTIVAL: At pm ET, Catherine Belton Joshua Yaffa discuss their new books on Putin's Russia with Jeff Pegues, correspondent for CBS News. https:t.coqswRhBvJL See the full National Book Festival schedule here: https:t.coVsBnQeg NatBookFest https:t.coLcpmeLuIpa"
1886,"NEXT AT THE FESTIVAL: Danielle Evans (daniellevalore) and charlesyu discuss their new books at pm ET with Amy Stolls, director of literary arts at NEAarts: https:t.cojMQEtpjUK More from the National Book Festival: https:t.coVsBnytPG NatBookFest https:t.coUeFtoYy"
1887,NEXT AT THE FESTIVAL: Jennifer Ackerman and David Allen Sibley discuss their new books with JoelAchenbach LIVE (plus QA!) at pm ET: https:t.coweGknxxOU Explore the full National Book Festival schedule: https:t.coijISGoHOfX https:t.coQROjNBDu
1888,"NEXT AT THE FESTIVAL: Tune in at pm ET for a live conversation with elliotackerman and Adm. James Stavridis (stavridisj), co-authors of "": A Novel of the Next World War"": https:t.coauICjRoK The full Festival lineup: https:t.coVsBnQeg NatBookFest https:t.cozGVwBHXSH"
1889,"NEXT Thursday: Live! at the Library next week, stalwarts of GoGo Mambo Sauce will perform in the Coolidge Auditorium with an opening performance by students from the Duke Ellington School of the Arts! Register here: https:t.cotKCnrV https:t.cozDjeQJlaMJ"
1890,"NEXT WEEK: Get in the Halloween spirit with beloved authors RLStine, author of the Goosebumps series, and MaryPopeOsborne, author of the Magic Tree House series, for a special event at the Library on October . Get tickets now: https:t.comcbHINHH https:t.coxXNNMjnD"
1891,Next week! https:t.coMlQghlAtac
1892,"NEXT WEEK: Join us as we inaugurate MegMedina the eighth National Ambassador for Young People's Literature. The National Ambassador is charged with fostering a love of reading, writing and civic engagement among children, teens and families. More: https:t.coaLJiuiv https:t.coDGkNAWUq"
1893,"NEXT WEEK: Join us for a screening and conversation with Anthony Doerr, author of All the Light We Cannot See, director Shawn Levy and producer Joe Strechay to coincide with the Netflix series based on the Pulitzer Prize winning novel. More: https:t.couoQvlB https:t.colvbaqXNh"
1894,"Nicholas Brown-Cceres, Assistant Chief of the Music Division: Nick's shelfie features Leonard Bernsteins own program booklet from the inaugural Festival of the Creative Arts at Brandeis University, a consequential gathering of great mid-century American creators founded by composer Irving Fine and directed by Bernstein in . (Nick first came to the Library to research in the Bernstein Collection when he was a Brandeis undergrad!)"
1895,"Ninety years ago this week, in , Amelia Earhart became the first woman to pilot a solo nonstop flight across the Atlantic. She achieved many other aviation firsts prior to her disappearance in . The Library's Amelia Earhart resource guide: https:t.cobmokGXjCOv https:t.coWMlaWzg"
1896,"Ninety years ago this week, in , Amelia Earhart became the first woman to pilot a solo nonstop flight across the Atlantic. She achieved many other aviation firsts prior to her disappearance in . The Library's Amelia Earhart resource guide: https:t.coujvFhhfmgJ https:t.cobPcvWaEo"
1897,No need for NatBookFest FOMO! You can watch the Main Stage programming right here: https:t.coErPZVatdc
1898,"No NFL football this week, but here's some trivia from ChronAmLOC: In many would-be football players were fighting in WWII. The NFL was down to teams. One of them, a single-season merger of the Eagles steelers, was known as the Phil-Pitt Eagles, or ""The Steagles."" https:t.coBfWugP"
1899,"No Thanksgiving songs? We beg to differ. Arlo Guthries Alice's Restaurant Massacree was added to the Librarys National Recording Registry in . And, depending on how fast you eat, the the -minute, -second-long tune could last the entire meal."
1900,"Nobody wants Library of Congress collections getting WET, but it does happen from time to time. Thats why the Preservation Emergency Response Team (PERT) exists, to help mitigate damage when collections encounter water. Here's a sneak peek at PERT's recent training workshop. https:t.comVGuuwYjk"
1901,"None of Beethoven's strands housed in the Library's Music Division were used for this study but, yes, we do have some. We have lots of people's hair, actually. Read up on our hairstorical artifacts: https:t.cosGLSsBgqf"
1902,None of our books will help you figure out how to steal the Declaration of Independence from the USNatArchives. https:t.coAlYUARNWl
1903,None of the folks on the SuperBowlLVII sidelines were the first to be moved to tears by the talented ChrisStapleton. Chris    a repeat GershwinPrize concert performer    also had Gershwin honoree garthbrooks crying during his rendition of "Shameless" in . https:t.coLdSMfniv
1904,Nope! Not Switzerland-its Central Park! Check out these creative skiers in our historic newspapers:
1905,"Norman Lear, the prolific television screenwriter producer who died this week at the age of , also served in World War II. He flew combat missions with the Air Force. Watch his oral history about his service, recorded at the Library: https:t.coqrhpYfVQKW"
1906,"Not all the recordings inducted are songs or albums. A radio broadcast of Game of the World Series is an inductee this year, as is a s Windows reboot chime. https:t.cosgohEbYB"
1907,"Not only does the Library have the largest collection of original George Washington papers in the world (https:t.coHebuYugdK), but it's also home to an original Jan. , issue of the Ulster County Gazette, which reported his death. Only two originals are known to exist. https:t.coZFgHzSkuG"
1908,"Not pictured: cows! Learn more about the unlikely story of how cows made it to Antarctica in from Josh Levy, a science technology historian at the Library. Josh annotated this item using Speculative Annotation, a new tool from LCLabs: https:t.coOYhEbvO AnnotateLOC https:t.coubOJfYyoU"
1909,"Note: In most cases, clean, dry hands are ideal when working with old documents and books. Gloves can limit finger dexterity and sensitivity, which are both necessary when handling these delicate treasures."
1910,Nothing but love between AmericanIdol judges LionelRichie and lukebryan at the GershwinPrize concert. They hugged it out after Luke performed "Lady." https:t.coUxkqYQYHZ
1911,"""Nothing in life is to be feared, it is only to be understood."" - Marie Curie It seems many of you are dealing with a convergence of periodical cicada broods this summer, the likes of which hasn't been seen since Thomas Jefferson was president! https:t.couyxvlim"
1912,"Notice about our operations during the holidays: All Library of Congress buildings will be closed on Christmas Eve, Christmas Day New Year's Day. Reading rooms will close at p.m. on Tuesday, Dec. . Public spaces reading rooms will operate as usual Dec. through Dec. . https:t.cofjkdeh"
1913,Notice the colors of red and yellow that cover the surface of the sculpture. They represent the skin of the deity (red) and the skin of a sacrificial victim (yellow). Close-up images show how the flayed skin was stitched and tied on. https:t.coCHTbZzCWHC
1914,"NOTICE: All buildings of the Library of Congress will be closed to visitors and researchers on Monday, Sept. for the federal Labor Day holiday. https:t.coEMOeThGOB"
1915,"NOTICE: All Library of Congress buildings will be CLOSED today, Monday, January , due to inclement weather. Please stay safe. https:t.coQJJmhaB"
1916,"NOTICE: All Library of Congress buildings will be CLOSED today, Friday, Jan. , due to inclement weather. Please stay safe. https:t.coDfKabneQ"
1917,"NOTICE: Due to a special event at the Library on Wednesday, July , the entire Thomas Jefferson Building will be closed for the entire day to staff, researchers and the public. No timed-entry passes will be offered for the day. https:t.coNUAceCKL https:t.coiYKbFjOlLx"
1918,"NOTICE: Due to anticipated inclement weather, tonight's installment of Summer Movies on the Lawn will be canceled. The indoor portion of LiveAtTheLibrary will go on as planned! We apologize for the inconvenience."
1919,"NOTICE: Due to pending inclement weather today, Tuesday, February , the Library of Congress buildings on Capitol Hill will close to visitors and researchers at p.m. https:t.coYZPOyePZip"
1920,"NOTICE: Due to potentially troublesome weather, tonight's installment of Summer Movies on the Lawn will be postponed to the rain date of August th. The indoor portion of LiveAtTheLibrary will go on as planned! We apologize for the inconvenience."
1921,"NOTICE: Due to security preparations for the State of the Union, the Librarys Thomas Jefferson Building will close to visitors at : p.m. today, Thursday, March . Researchers may access the Jefferson Building reading rooms as they will be open normal hours of service with regular access. Entry is via the Independence Avenue door to the Madison Building or the Adams Building, then via tunnel to the Jefferson Building. Normal access to the Jefferson Building will resume on Friday, March ."
1922,"NOTICE: Due to security protocols for a joint session of Congress on Tuesday, March , the Librarys Capitol Hill campus buildings will close to the public and researchers at noon that day. https:t.coVVxTIVT"
1923,"NOTICE: In the event of a temporary shutdown of the federal government effective : a.m. Sunday, Oct. , all Library of Congress buildings will be CLOSED to the public researchers. Public events will be cancelled. Read more: https:t.coABmBCCbtx"
1924,"NOTICE: In the event of a temporary shutdown of the federal government effective : a.m. Saturday, Dec. , all Library of Congress buildings will be CLOSED to the public researchers. Public events will be cancelled. https:t.coWivvPmxdSx"
1925,"NOTICE: On Tuesday, March , due to a special event, the Librarys Thomas Jefferson Building will be closed to visitors. No timed-entry passes will be offered for the day. We apologize for any inconvenience."
1926,"NOTICE: On Wednesday, July , due to a joint session of Congress at the United States Capitol, all Library of Congress buildings on Capitol Hill will be closed to public visitors. Reading rooms will be open for registered researchers. More information: https:t.coxQlfYwjA https:t.couCQWdAKQ"
1927,Notice: Parts of the Library's website are experiencing technical difficulties. We're aware of the problem and are working to correct it. Thank you for your patience!
1928,NOTICE: Search and other functions of our website are currently experiencing technical difficulties. We are working on the problem -- thanks for your patience.
1929,November is Native American Heritage Month. Celebrate with Poet Laureate Joy Harjo new resources events from the Library. More: https:t.coqQvCeKuS NAHM https:t.coyTGlqaBdkH
1930,November is Native American Heritage Month. The Library joins several federal cultural institutions in paying tribute to the rich ancestry traditions of Native Americans. Find out more see a list of related events at https:t.cofxdyshRl NAHM https:t.coSyHfgVpl
1931,November is Native American Heritage Month. Celebrate with Poet Laureate Joy Harjo new resources events from the Library. More: https:t.coqQvCeKuS NAHM https:t.coJlCrzcxMW
1932,November is Native American Heritage Month. The Library joins several federal cultural institutions in paying tribute to the rich ancestry traditions of Native Americans. Find out more see a list of related events at https:t.cofxdysyJfV NAHM https:t.coiRMbeiAgDf
1933,November is Native American Heritage Month. Celebrate with Poet Laureate Joy Harjo new resources events from the Library. More: https:t.coqQvCeKuS NAHM https:t.cogLBxbM
1934,November is Native American Heritage Month. The Library joins several federal cultural institutions in paying tribute to the rich ancestry traditions of Native Americans. Find out more see a list of related events at https:t.cofxdyshRl NAHM https:t.coHztUcdFI
1935,"November marks the th anniversary of the Library's Jefferson Building opening. Join us LiveAtTheLibrary on Nov. for a celebration! For one night only, visitors will have the chance to visit some of the buildings rarest spaces. Get your free tickets: https:t.corJAtXMXl"
1936,"Now open: Several exhibitions will re-open for visitors at the Library of Congress, including ""Rosa Parks: In Her Own Words."" Free time ticketed entry passes required. Plan your visit to the Library: https:t.coYzhnU https:t.coxhbXlRviM"
1937,"Now open: Several exhibitions will re-open for visitors at the Library of Congress, including ""Exploring the Early Americas."" Free time ticketed entry passes required. Plan your visit to the Library: https:t.coYzhnU https:t.coWksUikEg"
1938,"Now open: Several exhibitions will re-open for visitors at the Library of Congress, including ""Shall Not Be Denied: Women Fight For the Vote."" Free time ticketed entry passes required. Plan your visit to the Library: https:t.coWOzkaU https:t.coxTLcyrpt"
1939,"Now open: Several exhibitions are open for visitors at the Library of Congress, including ""Mapping a New Nation: Abel Buell's Map of the United States, ."" Free time ticketed entry passes required. Plan your visit to the Library: https:t.coWOzkaU https:t.coGBeQbSNUr"
1940,"Now open: Several exhibitions are open for visitors at the Library of Congress, including ""Thomas Jefferson's Library."" Free time ticketed entry passes required. Plan your visit to the Library: https:t.coWOzkaU https:t.cotbaYIjPI"
1941,"Now open: Several exhibitions are open for visitors at the Library of Congress, including ""Rosa Parks: In Her Own Words."" Free time ticketed entry passes required. Plan your visit to the Library: https:t.coYzhnU https:t.cokqyMPVp"
1942,"Now open: Several exhibitions are open for visitors at the Library of Congress, including ""Exploring the Early Americas."" Free time ticketed entry passes required. Plan your visit to the Library: https:t.coYzhnU https:t.coIiOTfmhl"
1943,"Now open: Several exhibitions are open for visitors at the Library of Congress, including ""Shall Not Be Denied: Women Fight For the Vote."" Free time ticketed entry passes required. Plan your visit to the Library: https:t.coWOzkaU https:t.coyiRtMbdrR"
1944,Now this is dedication! NickOfferman fans waiting in line to get their books signed. NatBookFest https:t.comYJHzYuTD
1945,"Now through March : Proposal submissions from schools, libraries other community organizations interested in hosting an official event with Meg Medina, the th National Ambassador for Young Peoples Literature, are being accepted. How to apply: https:t.coKCDRzEopz https:t.coyuELZlYbM"
1946,"NPR journalists arishapiro and NPRKelly will join us to discuss their new books, which tell the stories of their lives and careers. https:t.coLtCwzBN"
1947,"Nurse Practitioner Jennifer Sgro works with The Night Ministry, an organization that provides housing and healthcare for Chicago residents. Hear about Jennifer's contributions to her community in the latest episode of ""America Works"": https:t.coipIDPutjq NationalNursesDay https:t.coqFPPtOfyC"
1948,"Observing more intimate aspects of a historical figure's personality is part of the joy of looking through their papers in the Manuscript Division at the Library. An example: Clara Barton, the nurse who founded the American Red Cross, was a cat lady. https:t.coFuoEpWh https:t.coOJRXoC"
1949,"Occasionally, old manuscripts spill -year-old tea. Like what future U.S. President James A. Garfield wrote to his wife about the looks of President-elect Abraham Lincoln his wife after meeting them for the first time. And what she wrote back. https:t.coYQsVKDr https:t.coOGAIlh"
1950,"Odetta was a major influence to a generation of folk singers and an important voice in the folk revival. Her debut album, ""Odetta Sings Ballads and Blues,"" showcases her extraordinary vocal power. It was selected to join the NatRecRegistry this year. https:t.conkHdWmbjcT"
1951,"""Oh my GOD! OK! It's happening! Everybody stay calm!"" - Michael Scott also many Americans years ago tonight, according to newspaper reports. Orson Welles' ""The War Of The Worlds"" is a legendary moment in broadcasting history, but did it actually cause a national panic? https:t.coaqgxLlFr"
1952,"OK, OK. We'll admit it. The first edition of ""A Christmas Carol"" (of which the Library has copies!) is the quintessential version of the story. (But ""The Muppet Christmas Carol"" is a close second!) Stephanie Stillo, chief of the Rare Book Division, gives us a closer look. https:t.coxtkroEin"
1953,"On a cold January day years ago, a -lb. time capsule filled with remembrances of Martin Luther King, Jr. was buried under Freedom Plaza in Washington, D.C. It's scheduled to be opened in . These photos of the ceremony are in the Library's Carol Highsmith archive. https:t.coixBZpZx"
1954,On a new episode of Presenting the Past"    a podcast co-produced by amarchivepub (a Library GBH collaboration)    JudyWoodruff and Annette Miller discuss the history of NewsHour and their careers in public television. https:t.coqvZBPbpgQ
1955,"On August , , thousands of people arrived in Washington, D.C. to participate in the March on Washington for Jobs and Freedom. The Library has many artifacts related to this historic event, including this organizing manual. Read it in full: https:t.coSpLYwnCV https:t.coneZQmmpgto"
1956,"On display at the Library until September, the new th Anniversary of the Watergate Scandal exhibition reveals its cultural impact as well as its importance to American law, politics, and journalism."
1957,"On Instagram, we share all kinds of images: Historical photos from our Prints Photographs Division, historical film footage preserved by LOCAV, plus contemporary photos videos that provide behind-the-scenes looks at Library projects events. https:t.coAIQZJLG https:t.coEAbGbjdcnH"
1958,"On it you can spot a teeny tiny Oregon Short Line train, which publicized tours of Yellowstone as seen in this newspaper advertisement from the Library's historic newspaper archive, Chronicling America. See the full map: https:t.coUrLqdOAC https:t.coWjbxxx"
1959,"On Jan. , Tuskegee Airman Charles McGee died at the age of . In , McGee was interviewed by the Veterans History Project (VHP), which endeavors to preserve firsthand remembrances of U.S. veterans. Find that interview more about the VHP here: https:t.coRlSNkTHDAF https:t.coehMXhbto"
1960,"On July , , the First Congress passed the Residence Act, which selected a site on the Potomac River as the permanent seat for a national government. LOCMaps holdings illustrate how those ,-acres became the capital city of the United States. https:t.cokOyAGiQnV https:t.coNZpNgpOjlB"
1961,"On July , , people in Seneca Falls, NY attended the nations first womens rights convention where Elizabeth Cady Stanton read her famous Declaration of Sentiments. The original is believed lost but a rare printed version is held at the Library. https:t.coBqKNx https:t.cogiICFuQ"
1962,"On July , , Washington's face was dedicated at Mount Rushmore. The Library holds the papers of monument designer Gutzon Borglum they contain some fascinating details about the making of one of America's most beloved landmarks."
1963,"On May , , years ago today, President Kennedy told Congress the U.S. needed to commit to landing a man on the moon before the end of the decade. But to land on the moon, you need a map of the moon. Read more about maps the space race: https:t.coFOnnXiB https:t.coJrzfxQN"
1964,"On Monday night, this year's GershwinPrize honoree LionelRichie sits down with LibnOfCongress Carla Hayden to talk about his groundbreaking career. Here's how you can watch it live."
1965,"On Monday, April , the Library will host a special event featuring Matthew Broderick and Sarah Jessica Parker (SJP) to discuss Neil Simon's legacy. How to tune in."
1966,"On Monday, Oct. , from a.m. to approximately p.m., all three D.C. buildings of the Library of Congress will be evacuated closed to the public for a Capitol-Hill-wide drill by the U.S. Capitol Police. All visitors researchers must leave the buildings during the drill. https:t.coYZApOLRbO"
1967,"On or around Juneteenth, , Becky Elzy and Alberta Bradford sang spirituals for American ethnomusicologist Alan Lomax, who recorded them. Both women had been born in slavery and emancipated after the Civil War. One of the songs they sang that day was ""Free at Last."" https:t.coLwJbAyHhL"
1968,"On the th anniversary of the publication date of The Great Gatsby, the Library of Congress is producing a full reading of the novel, live streamed from our Thomas Jefferson building on Capitol Hill. Be an old sport join us at a.m.! https:t.cobckEpZBtIa"
1969,"On the th anniversary of the tragedy, read about ""the Titanic orphans"" and the international search for their family in the ChronAmLOC archive.    https:t.coqIknruAZC The boys were on board with their father, who threw them into a lifeboat before going down with the ship. https:t.covOeZNUWJW"
1970,"On the th anniversary of D-Day, let's look at the day from a different perspective. An artist's perspective. It comes to us from the wartime sketchbooks of noted architect Victor A. Lundy. https:t.copCTPqsHYlB"
1971,"On the KlugeCtrs new podcast, ""Space on the Page,"" you can hear more of the conversation with scalzi about checks notes ... jellyfish-like creatures inhabiting the atmosphere of a gas giant. Full episodes: https:t.coGRKkUVWq https:t.cortdYlYlR"
1972,"On the anniversary of D-Day, a story about a rare WWII artifact at the Library: Joe Vaghi was a tall man,"" his son told the Washington Post. A Navy beachmaster at Normandy, ""he had a megaphone. He was up and down the beachHow he didnt get killed no one knows to this day. https:t.cowrnNHPOe"
1973,"On the East Coast, there's the Maryland Snallygaster a beast of many names from the New Jersey Pine Barrens, most commonly known as the Jersey Devil or Leeds Devil. This illustration of a hunt for the ""devil"" topped the front page of a Jan. edition of The Evening Journal. https:t.coxueSgYaP"
1974,"On the last day of NativeAmericanHeritageMonth, we invite you to explore videos celebrating Native American music, dance storytelling. https:t.coOfiKnveJW Dallas Chief Eagle of the Rosebud Sioux Jasmine Pickner of the Crow Creek Sioux performed this hoop dance in . https:t.coiCHrzMII"
1975,"On this WorldOceanDay, take a moment to celebrate Marie Tharp. In a field overwhelmingly dominated by men, she played a major role in one of cartographys greatest achievements: Mapping the sea floor for the first time in history. https:t.comFsQrjh https:t.cokNsvbOj"
1976,"On this date in , Reinheitsgebot, or the German Beer Purity Law, was adopted. This law limited beer ingredients to only water, barley and hops. Read more about the beverage in our historical newspaper archives. ChronAm otd https:t.coFChbVvBN https:t.coYPGXs"
1977,"On this date in , the Great Seal of the United States was adopted by the Continental Congress. The first committee to create a seal was appointed on July , and after many changes the design with the bald eagle was chosen. ChronAm otd https:t.cooDAcCQSP https:t.coAHUZstkFF"
1978,"On this date in , Pres. George Washington signed the Postal Service Act establishing the U.S. Post Office Department. Read more about the government agency that is now called the U.S. Postal Service in our historical newspaper archives. https:t.cogMHBdNlPT ChronAm otd https:t.coFfqaUBLFs"
1979,"On this date in , Pierre Charles LEnfant, who designed the layout of Washington, D.C., died at the age of . Read more in our historical newspaper archives. ChronAm otd https:t.coJZKdQnf https:t.cofuEVkUd"
1980,"On this date in , the st issue of the Cherokee Phoenix newspaper was published in New Echota, Ga. Printed in both Cherokee English, the title was the st Native American newspaper in the U.S. More in our historical newspaper archives: https:t.coTqzuQlVTtT ChronAm otd https:t.coqGZkiidCD"
1981,"On this date in , Orchard Lake Curling Club, the first club devoted to the sport of curling in the U.S., is established in Michigan. Read more about the history of this most excellent of winter recreations in our newspaper archives. ChronAm otd"
1982,"On this date in , Aaron Montgomery Ward, the founder of Montgomery Ward Co., was born in Chatham, N.J. Ward came up with the idea of a mail order business while working as a traveling salesman. More in our historical newspaper archives. https:t.coIfSRUrOg ChronAm otd https:t.cowyvkFnaZn"
1983,"On this date in , the Union cavalry cornered and killed John Wilkes Booth. The actor had been the subject of a massive manhunt after he assassinated President Abraham Lincoln. Read more about this in our historical newspaper archives. ChronAm otd https:t.coOroanbbl https:t.coChtDug"
1984,"On this date in , the first American Arbor Day is celebrated in Nebraska. More than a million trees are planted. Read more in our historical newspaper archives. otd ChronAm https:t.coLAsyeCWbL https:t.coWrKHwpYHO"
1985,"On this date in , Thomas Edison received U.S. Patent No. , for his phonograph the first machine that could record replay sound. Read more in our historical newspaper archives. https:t.coVlbvCVfUN ChronAm otd https:t.coIUWdXKwgC"
1986,"On this date in , Thomas Stevens left from San Francisco on his penny-farthing bicycle to pedal around the world. He successfully ended his journey in Japan on December , . Read more in our historical newspaper archives. ChronAm otd https:t.coyVaLqgvp https:t.coEgschOkADL"
1987,"On this date in , Mark Twain published ""The Adventures of Huckleberry Finn"" in the U.S. Read more about Twain, this book his other writings in our historical newspaper archives. https:t.cowHoNqXSJ ChronAm otd https:t.cojzYdxckBkn"
1988,"On this date in , the first modern Olympic Games is celebrated in Athens, Greece. Read more in our historical newspaper archives. otd ChronAm https:t.courgJmrqS https:t.coCZRzUdZJM"
1989,"On this date in , the first of the great Texas oil gushers was discovered in the Spindletop oil field just south of Beaumont. Read more in our historical newspaper archives: https:t.comOIkhhG ChronAm otd https:t.coSQzsbJxf"
1990,"On this date in , Mount Vesuvius erupts and devastates Naples, Italy. Read more in our historical newspaper archives. otd ChronAm https:t.cowPmmBzQN https:t.coULWTEGrOHi"
1991,"On this date in , a fire broke out at the Triangle Shirtwaist Factory, killing garment workers, mostly young immigrant women. The tragedy led to pivotal labor law reforms in New York. Read more in our historical newspaper archives. https:t.coLOcEVHqYb ChronAm otd https:t.coRPpfYkqA"
1992,"On this date in , Harriet Quimby takes her pilots test and becomes the first American woman to earn an Aero Club America aviators certificate. Read more about her in our historical newspaper collections. https:t.coGCWDlIsxDT otd ChronAm https:t.cojCnLesOT"
1993,"On this date in , a volcanic eruption in Katmai National Park and Preserve became the largest volcanic eruption of the th century. Read more in our historical newspaper collections. otd ChronAm https:t.cozotHRpOiRs https:t.cogbFqRbH"
1994,"On this date in , Emily Davison becomes a martyr for British womens suffrage. Read more in our historical newspaper collections. otd ChronAm https:t.coLRTGJjc https:t.coyhfpxiqjt"
1995,"On this date in , Austria-Hungary declares war on Serbia, igniting World War I. Read more this event in our historical newspaper collections. https:t.coAPCbtBWrm otd ChronAm https:t.coCEJziaNLSJ"
1996,"On this date in , Dutch exotic dancer Mata Hari was arrested in Paris on suspicion that she was a German spy. Read more about her life in our historical newspaper archives. https:t.cooBkUnyfo ChronAm otd https:t.coecPsVdpU"
1997,"On this date in , the infamous ""Zimmerman"" telegram is made public. A secret offer from Germany to Mexico--alliance in World War I in exchange for help in retaking land lost to the U.S. in --helps push America into the war a month later. https:t.coMZPMCWD ChronAm https:t.coOKkhMnLqaY"
1998,"On this date in , the Chicago Race Riot erupts after an incident on a South Side beach. The riots led to fatalities and injuries over a five-day period. Read more in our historical newspaper collections. https:t.coRpVocYJSbr otd ChronAm https:t.cohToaGbRO"
1999,"On this date in , Nellie Davis Tayloe Ross became the st female governor of a U.S. state, succeeding her late husband William Ross as governor of Wyoming after a special election. She later became st female director of the U.S. Mint. https:t.cokGzLYBDG ChronAm otd https:t.coflRpiX"
2000,"On this date in , the first iron lung was installed in New York at Bellevue Hospital. This type of medical device was used to assist patients with chest paralysis. Read more in our historical newspaper collections. https:t.coeTUDBJp otd ChronAm https:t.coOsUWqyOhV"
2001,"On this date in , swarms of grasshoppers ravage crops throughout multiple Midwest states, devastating millions of acres of land already in the midst of drought. Read more in our historical newspaper collections. https:t.coKtNqAtEPho otd ChronAm https:t.conPdcVAvia"
2002,"On this date in , Walt Disneys Silly Symphony cartoon Flowers and Trees premiered as the first cartoon short to use Technicolor. It won the first Academy Award for best cartoon short. Read more in our historical newspaper collections. https:t.covqezdz otd ChronAm https:t.coGUpAXAqLvo"
2003,"On this date in , President Franklin D. Roosevelt established the Civilian Conservation Corps. It provided jobs related to conservation and development of natural resources in rural lands. Read more in our historical newspaper archives. ChronAm otd https:t.covRXldk https:t.cofWokgpWhjw"
2004,"On this date in , Jesse Owens established four world records in athletics at the Big Ten Conference Track and Field Championships. ChronAm otd https:t.coHEZlwAkF https:t.coDCxppiPZB"
2005,"On this date in , the prototype for the Supermarine Spitfire took its first flight. This renowned fighter plane has been credited saving the United Kingdom from defeat in the early days of World War II. More in our newspaper archives: https:t.coiRntPpjl ChronAm otd https:t.coTVNPbUBR"
